Application_mode,Course,Gender,Previous_qualification,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Debtor,Status (Actual),PredictedStatus,Probability
1st Phase - Special Contingent (Madeira Island),Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.16666667,6,13.5,1,0,18,0,1,1,0.2067
1st Phase - Special Contingent (Madeira Island),Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.8,6,12.66666667,1,1,18,0,1,1,0.1733
2nd Phase - General Contingent,Journalism and Communication,Male,Secondary Education - 12th Year of Schooling or Eq.,6,12.66666667,6,13.16666667,1,0,18,0,1,1,0.2667
1st Phase - General Contingent,Journalism and Communication,Male,Secondary Education - 12th Year of Schooling or Eq.,6,12.83333333,6,12.83333333,1,0,18,0,1,1,0.2467
2nd Phase - General Contingent,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,3,12,5,11.8,1,0,18,0,1,1,0.3933
2nd Phase - General Contingent,Journalism and Communication,Male,Secondary Education - 12th Year of Schooling or Eq.,6,12.16666667,6,11.83333333,1,0,20,0,1,1,0.2667
1st Phase - General Contingent,Journalism and Communication,Male,Secondary Education - 12th Year of Schooling or Eq.,3,12.75,5,12.8,1,0,20,0,1,1,0.24
Change of Course,Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,22,0,1,0,0.6533
1st Phase - General Contingent,Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,19,1,1,0,0.7092
Technological Specialization Diploma Holders,Informatics Engineering,Male,Technological Specialization Course,3,11.6,2,12.5,1,0,19,0,1,1,0.32
2nd Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,6,13.85714286,6,14.66666667,1,0,20,0,1,1,0.26
International Student (Bachelor),Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,6,11.83333333,7,13.14285714,1,0,24,1,1,1,0.3533
1st Phase - General Contingent,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,5,14.2,5,15,0,1,18,0,1,1,0.2133
2nd Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.83333333,6,12.5,1,0,18,0,1,1,0.28
2nd Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.5,6,13.33333333,1,1,21,0,1,1,0.1933
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,16.09375,7,15.10142857,1,1,18,0,1,1,0.2067
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,16,6,13.16666667,1,1,18,0,1,1,0.14
1st Phase - General Contingent,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,4,11.75,3,11.66666667,1,0,21,0,1,1,0.3267
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,1,13,1,10,1,0,20,0,1,1,0.2667
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,5,11.2,6,12.16666667,1,1,18,0,1,1,0.14
1st Phase - General Contingent,Advertising and Marketing Management,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14.28571429,6,13.83333333,0,1,19,0,1,1,0.1467
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,13,6,12.35714286,1,1,20,0,1,1,0.2067
Technological Specialization Diploma Holders,Social Service,Female,Technological Specialization Course,2,12.5,3,12,1,0,21,1,1,1,0.1867
Over 23 Years Old,Tourism,Female,Secondary Education - 12th Year of Schooling or Eq.,7,13,9,12.41666667,1,0,33,0,1,1,0.22
1st Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,4,12.75,4,12.75,1,0,18,0,1,1,0.2467
Transfer,Nursing,Female,Frequency of Higher Education,18,14.93333333,18,14.93333333,1,0,21,0,1,1,0.28
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,6,11.66666667,6,13,1,0,19,0,1,1,0.2267
Over 23 Years Old,Basic Education,Female,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,6,12.66666667,7,12.85714286,0,0,33,1,1,1,0.2
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,13.91,7,14.455,1,0,18,0,1,1,0.2133
1st Phase - General Contingent,Advertising and Marketing Management,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.28571429,6,14,1,1,18,0,1,1,0.1467
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.66666667,6,13.5,1,1,20,0,1,1,0.14
2nd Phase - General Contingent,Social Service (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,5,14,6,11.66666667,1,1,20,0,1,1,0.1533
2nd Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,5,13.33333333,4,12,1,1,19,0,1,1,0.1667
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,11.83333333,6,11.71428571,1,1,19,0,1,1,0.14
2nd Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.42857143,6,12.66666667,1,0,21,0,1,1,0.3
Over 23 Years Old,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,4,12.8,3,11.75,1,0,26,0,1,1,0.2467
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,12.32857143,7,12.32857143,1,0,18,0,1,1,0.2133
Change of Course,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,11,12.72727273,12,13.25,1,1,20,0,1,1,0.1667
Change of Course,Advertising and Marketing Management,Female,Technological Specialization Course,4,13.25,5,11.83333333,1,0,21,0,1,1,0.2067
2nd Phase - General Contingent,Oral Hygiene,Female,Secondary Education - 12th Year of Schooling or Eq.,8,15.125,7,13.3,1,1,18,0,1,1,0.18
Technological Specialization Diploma Holders,Veterinary Nursing,Female,Technological Specialization Course,5,11.8,6,12.55555556,1,0,20,0,1,1,0.2067
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.16666667,6,12.83333333,1,0,18,0,1,1,0.2267
Technological Specialization Diploma Holders,Social Service,Female,Technological Specialization Course,6,12.83333333,6,12.83333333,1,1,20,0,1,1,0.1067
1st Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,3,13,3,12.66666667,1,1,19,0,1,1,0.14
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,14.47142857,6,13.27142857,1,0,20,0,1,1,0.2133
1st Phase - General Contingent,Management (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.83333333,5,12.4,1,1,20,0,1,1,0.1467
Technological Specialization Diploma Holders,Veterinary Nursing,Female,Technological Specialization Course,4,11.25,2,14.5,1,0,20,0,1,1,0.2
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.25,6,14.28571429,1,0,18,0,1,1,0.2267
1st Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.6,3,12.33333333,1,0,18,0,1,1,0.2467
2nd Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,12.67142857,6,12.58333333,1,1,19,0,1,1,0.22
Over 23 Years Old,Agronomy,Male,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,5,12.14285714,6,12.875,1,0,43,0,1,1,0.18
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.66666667,6,12.66666667,1,1,19,1,1,1,0.14
Transfer,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.49166667,6,12.49166667,1,0,20,0,1,1,0.2867
1st Phase - General Contingent,Animation and Multimedia Design,Female,Secondary Education - 12th Year of Schooling or Eq.,11,14.16666667,12,13.66666667,1,1,19,0,1,1,0.16
2nd Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14.5,6,16,1,0,19,0,1,1,0.2667
Technological Specialization Diploma Holders,Veterinary Nursing,Female,Technological Specialization Course,6,13,6,14.14285714,1,0,19,0,1,1,0.2067
Over 23 Years Old,Social Service (Evening Attendance),Female,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,4,13.75,6,11.83333333,1,1,39,1,1,1,0.14
1st Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13,6,12.66666667,1,1,20,0,1,1,0.1867
2nd Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.66666667,6,12.5,1,0,21,0,1,1,0.2933
Change of Course,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,4,11.25,9,10.88888889,0,0,22,1,1,1,0.2067
2nd Phase - General Contingent,Advertising and Marketing Management,Female,Secondary Education - 12th Year of Schooling or Eq.,6,16,6,15.16666667,1,0,22,0,1,1,0.2467
1st Phase - Special Contingent (Azores Island),Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12,6,12.66666667,1,1,19,0,1,1,0.1667
Over 23 Years Old,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,5,10.2,5,12,1,0,26,0,1,1,0.3267
3rd Phase - General Contingent,Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,1,20,1,1,0,0.5267
Over 23 Years Old,Social Service,Male,Secondary Education - 12th Year of Schooling or Eq.,4,11.25,5,12.6,1,0,34,0,1,1,0.28
Change of Course,Equinculture,Male,Secondary Education - 12th Year of Schooling or Eq.,3,14,1,13,1,0,33,0,1,1,0.3333
2nd Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,4,10.75,5,11.6,1,0,19,0,1,1,0.3533
Change of Course,Tourism,Male,Secondary Education - 12th Year of Schooling or Eq.,5,11.4,6,12.66666667,1,0,21,0,1,1,0.2733
2nd Phase - General Contingent,Tourism,Male,Secondary Education - 12th Year of Schooling or Eq.,2,10.5,5,10.8,1,0,19,0,1,1,0.3133
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,7,11.85625,5,12.87857143,1,0,20,0,1,1,0.2933
2nd Phase - General Contingent,Communication Design,Male,Secondary Education - 12th Year of Schooling or Eq.,5,11.4,6,12.83333333,1,0,18,0,1,1,0.2667
1st Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,3,12.83333333,5,12.6,1,1,21,1,1,1,0.24
3rd Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,6,14,6,14.16666667,1,0,19,0,1,1,0.22
1st Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,4,11.25,5,11.2,1,1,22,0,1,1,0.24
2nd Phase - General Contingent,Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,22,0,1,0,0.58
2nd Phase - General Contingent,Veterinary Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,5,12,4,12.25,1,0,21,0,1,1,0.26
1st Phase - General Contingent,Management,Male,Secondary Education - 12th Year of Schooling or Eq.,2,12.5,2,14.33333333,1,0,20,0,1,1,0.4067
1st Phase - General Contingent,Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,18,0,1,0,0.7092
Technological Specialization Diploma Holders,Agronomy,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,1,11,1,0,19,0,1,1,0.4867
2nd Phase - General Contingent,Advertising and Marketing Management,Male,Secondary Education - 12th Year of Schooling or Eq.,5,14,4,14.25,1,0,20,0,1,1,0.26
Change of Institution/Course,Social Service (Evening Attendance),Male,Higher Education - Bachelor's Degree,10,14.2,11,14.45454545,1,0,42,0,1,1,0.2267
1st Phase - General Contingent,Agronomy,Male,Secondary Education - 12th Year of Schooling or Eq.,12,14.46153846,12,14.53846154,1,0,21,1,1,1,0.2333
Change of Course,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,7,11.95,6,12.73333333,1,0,23,0,1,1,0.2467
1st Phase - General Contingent,Animation and Multimedia Design,Male,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,1,0,19,0,1,0,0.7092
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,6,13.2,6,13.2,1,0,19,0,1,1,0.2933
Over 23 Years Old,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,4,14,5,11.83333333,1,1,24,0,1,1,0.2467
1st Phase - General Contingent,Tourism,Male,Secondary Education - 12th Year of Schooling or Eq.,2,11.5,5,11.33333333,1,0,21,0,1,1,0.2933
2nd Phase - General Contingent,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,5,14.6,5,13.6,1,0,18,0,1,1,0.4
Over 23 Years Old,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,5,12.42857143,3,14.33333333,1,1,28,0,1,1,0.2467
2nd Phase - General Contingent,Advertising and Marketing Management,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14,5,13.5,1,1,19,0,1,1,0.1667
Change of Institution/Course,Veterinary Nursing,Female,Higher Education - Degree (1st Cycle),4,15.6,6,14.42857143,1,0,28,0,1,1,0.24
1st Phase - General Contingent,Animation and Multimedia Design,Female,Secondary Education - 12th Year of Schooling or Eq.,0,0,0,0,0,0,19,0,1,0,0.5867
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,12.82875,8,12.82875,1,1,19,0,1,1,0.2067
Change of Course,Equinculture,Female,Secondary Education - 12th Year of Schooling or Eq.,4,13.75,0,0,1,0,21,0,1,1,0.4733
1st Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.16666667,6,14.66666667,1,0,19,0,1,1,0.26
2nd Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,13.93714286,7,13.93714286,1,0,19,0,1,1,0.2667
1st Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,12,14.58333333,10,14.7,1,0,20,0,1,1,0.26
1st Phase - General Contingent,Journalism and Communication,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.2,6,11.66666667,1,0,18,0,1,1,0.2267
Change of Course,Nursing,Female,Frequency of Higher Education,6,14.85,6,14.85,1,0,20,0,1,1,0.1867
Over 23 Years Old,Social Service (Evening Attendance),Female,Secondary Education - 12th Year of Schooling or Eq.,5,11.6,5,12.4,1,0,58,0,1,1,0.18
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,8,13.5425,7,13.398,1,0,18,0,1,1,0.2133
Technological Specialization Diploma Holders,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,4,12,5,11.8,1,0,20,0,1,1,0.24
Ordinance No. 612/93,Management,Female,Secondary Education - 12th Year of Schooling or Eq.,14,11.92857143,13,11.76923077,1,0,29,0,1,1,0.28
1st Phase - General Contingent,Veterinary Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13,6,13.28571429,1,1,21,0,1,1,0.1533
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,11.16666667,6,11.66666667,1,1,20,0,1,1,0.14
2nd Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,5,12.2,6,11.5,1,1,19,0,1,1,0.1933
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.15,6,13.08166667,1,1,22,0,1,1,0.2067
3rd Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13,6,12.66666667,1,1,19,0,1,1,0.1867
1st Phase - General Contingent,Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,5,11.6,5,13.6,1,0,23,0,1,1,0.26
Technological Specialization Diploma Holders,Agronomy,Female,Technological Specialization Course,5,12.6,5,11.66666667,1,0,20,0,1,1,0.1667
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,13.42857143,6,13.5,1,1,19,0,1,1,0.14
1st Phase - General Contingent,Social Service,Female,Secondary Education - 12th Year of Schooling or Eq.,6,14.14285714,6,13.16666667,1,1,18,0,1,1,0.14
Technological Specialization Diploma Holders,Agronomy,Female,Technological Specialization Course,6,13,6,13.375,0,0,20,0,1,1,0.1667
1st Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.66666667,6,13.16666667,1,0,19,0,1,1,0.26
Technological Specialization Diploma Holders,Veterinary Nursing,Female,Technological Specialization Course,2,13.5,4,13.4,1,0,23,0,1,1,0.2
Change of Course,Oral Hygiene,Female,Secondary Education - 12th Year of Schooling or Eq.,3,11.66666667,3,13,1,0,25,0,1,1,0.2333
3rd Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,7,13.15428571,7,13.15428571,1,0,18,0,1,1,0.2133
1st Phase - General Contingent,Communication Design,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.83333333,6,12.83333333,1,1,19,0,1,1,0.1867
2nd Phase - General Contingent,Basic Education,Female,Secondary Education - 12th Year of Schooling or Eq.,7,13.14285714,7,12.14285714,1,0,18,0,1,1,0.2733
1st Phase - General Contingent,Nursing,Female,Secondary Education - 12th Year of Schooling or Eq.,6,12.38571429,5,13.34,1,1,19,0,1,1,0.2067
Technological Specialization Diploma Holders,Agronomy,Male,Technological Specialization Course,3,11.66666667,3,12,1,1,20,0,1,1,0.12
Technological Specialization Diploma Holders,Agronomy,Male,Technological Specialization Course,6,11.33333333,5,11.5,1,0,19,0,1,1,0.22
1st Phase - General Contingent,Nursing,Male,Secondary Education - 12th Year of Schooling or Eq.,8,13.472,7,14.59444444,1,0,18,0,1,1,0.2933
1st Phase - General Contingent,Informatics Engineering,Male,Secondary Education - 12th Year of Schooling or Eq.,5,13.2,5,14,1,0,18,0,1,1,0.3733
1st Phase - General Contingent,Tourism,Male,Secondary Education - 12th Year of Schooling or Eq.,5,11.8,6,13.57142857,1,0,18,0,1,1,0.26
